,.I,data,.B
359,360.0,documentation bradford  the current need for a manual of copying methods dealing with the processes methods techniques and types of equipment which can be used for reproducing documents of a great many different kinds arises from two factors 1 the great importance of document reproduction processes in the acquisition preservation dissemination and communication of information vital to the conduct of research work in all fields of human endeavor and on an international scale 2 the complexity of the field of document reproduction today which has resulted from the enormous technical advances made in the past fifteen years,1950-01-01 00:00:00
360,361.0,documentation bradford  since the first publication of this work dr bradford has died and a further edition now being called for an attempt has been made to recognize if not to deal with some criticisms expressed on the first edition the principal one was that whereas the book was entitled documentation it dealt in the main with the universal decimal classification which bradford did much to develop but that it neglected other aspects and instruments of the subject of which the udc is only one even if an important one of various techniques,1953-01-01 00:00:00
361,362.0,document information analysis vorobev  this book considers nature and properties of document information information characteristics of documents the types and functions of constituents of traditional auxiliary apparatus discusses formalization of document information considers continuous classificatory rank of formalization document sequences from questionnaire distribution to matrix documents,
362,363.0,dynamic information and library processing salton  among the various information processing tasks which may be carried out with computing equipment a special class exists for which the term information takes on the literal and direct sense of recorded knowledge or intelligence the elements being transformed are then no longer restricted to mathematical symbols alone but they may be words and phrases books documents pictures and other information carriers it is that more restricted interpretation of an information process which gives rise to the field of information science concerned with the collection analysis classification storage retrieval transmission and dissemination of recorded data and intelligence,
363,364.0,economic analysis of the public libraries newhouse  this study addresses itself to several questions important to all public libraries how should the library allocate its book budget what kinds of books should it tend to buy what types of households use the library why do some households not use the library what is the cost of the various services provided by the library what specific steps can the library take to improve its services what are the library s options in choosing among the different circulation systems for how long should the library allow books to be checked out how frequently should overdue notices be sent out is an investment in a security system worthwhile we have studied these questions in the context of one public library the beverly hills california public library and have developed a methodology for determining answers to them as well as to other questions that arose during our investigation although answers will vary from library to library our methodology is quite general and should prove useful at many public libraries,
364,365.0,economics of the academic libraries baumol  this volume represents what we believe to be as complete and thorough an analysis as possible of the available economic data on college and university libraries in the course of our study we have examined the data for comprehensiveness and consistency we have investigated their intertemporal behavior both as a basis for projection and as an instrument for long range planning and we have constructed a set of analytic interrelationships which permit us to derive statistical estimates of the interrelations of some of the most critical economic variables relating to library operations in particular in the course of this last step we have provided relationships explaining statistically the determination of such variables as the size of libraries budgets and the magnitude of their professional staffs,
365,366.0,economics of approval plans spyersduran  current budget strains on college and university libraries require a stepped up search for operating economies the timely topic of economics of approval plans of the third international conference on approval and gathering plans for large and medium size academic libraries held at the ramada inn west palm beach florida february 17 19 1971 has thus generated considerable interest the papers published here constitute by and large original research in this area the importance of these contributions can hardly be overestimated since they will no doubt mold and influence collection development practices in the current imprint area,
366,367.0,economics of book storage ellsworth  this report attempts to present and interpret current winter 1968 69 information on the economics of book storage in relation to the other factors a university administrator must consider in developing a program for housing an ever growing book collection when there are present or future limitations on space and money the study will attempt to answer two specific questions 1 is it economical for colleges and universities to select so called little used books from the regular bookstacks and store them elsewhere 2 is the cost factor the only one a university need consider in adopting a storage program and if not how is cost related to the others the facts and conclusions in this report are based on the library book storage situation as of 1969 innovations in computer applications and other technologies could presumably change the nature of some of the cost factors but it is the author s opinion that these changes unlikely to occur within the next 5 to 10 years,
367,368.0,economies and computers sharpe  it is not a simple matter to describe this book briefly it attempts to provide and apply a set of concepts from economic theory that may prove valuable to those who are now or may become decision makers in the selection financing and or use of computers only theory relevant for such decision makers is presented here this means that the effects of computers on the economy as a whole lie outside the scope of this book as do a number of related issues we deal thus with microeconomic not macroeconomic theory our focus is on the small industry firm computer and not the large gross national product consumer price index unemployment,
368,369.0,economics of defense in the nuclear age hitch  the purpose of this book is to explain a way of looking at military problems which we and others with whom we have been associated have found fruitful in insights and productive of solutions essentially we regard all military problems as in one of their aspects economic problems in the efficient allocation and use of resources we believe that this way of looking at military problems goes far toward reconciling the apparent conflict of views between the officers and officials who are responsible for defense and the officials and congressmen whose primary interest is economy except in determining the over all size of the military budget where conflict between these points of view is inevitable,
369,370.0,educating the library user lubans  educating the library user is a collection of original essays case studies and research reports on the problems hopes and techniques of instructing library users and nonusers from the kindergartener to the preschool adult in the effective use of libraries and their resources merging the library use teachings of school public and academic libraries this book demonstrates the need for a consistent sequential plan of library use instruction that crosses traditional library boundaries,
370,371.0,education and training for scientific and technological library and information work schur  the exponential growth of the literature of science and technology is a phenomenon which scientists have been living with for the past 300 years it is in the nature of such growth that its effect is recognized only slowly but when a critical point is reached its consequences can be overwhelming in science information this point has now been reached to take but one field chemistry it took well over two centuries for the first million papers to be published and over 30 years from 1907 to 1938 for the first million to be abstracted in chemical abstracts we are now at the stage where one million papers have been abstracted in a five year period 1962 1967 and before 1975 the point will have been reached where one million papers equal to the output of the whole pre war generation of chemists will be published and abstracted in a single year the first scientific serial began publication in 1665 some 290 years later in 1956 the science museum library was receiving 9 000 current scientific serials within only a further 11 years the national lending library for science and technology n l l was receiving over three times this number the growth in the use of scientific literature is no less spectacular thus for example in 1930 the number of loans by the science museum library was 10 000 in 1967 the n l l which had taken over the national lending function of the science museum library lent well over half a million items a total exceeding that of all the loans by the science museum library between 1929 and 1947 a period which itself saw the discovery of nuclear fission and its application for peaceful uses enormous progress in antibiotics developments in synthetic materials and great advances in all branches of science and technology there are some signs that the rate of increase implied in these examples may not be maintained but any flattening out that may develop will be at a very high level indeed,
371,372.0,efficiency of the scientific information kozenko  this book considers basic tendency of the development of information science theoretically proves necessity and feasibility possibility of determining the economical effectiveness of scientific technical information,
372,373.0,some user requirements stated quantitatively in terms of the 90 percent library bourne  librarians publishers and information system engineers have very little verified information and few guidelines to describe the user s specific requirements for information such information is needed to properly design or evaluate the information systems to date most of the statements of requirements have been rather subjective and often reflect opinion rather than actual fact relatively little objective data have been obtained this is probably due in large part to the fact that there are extremely difficult methodological problems in trying to determine and state user requirements in a meaningful manner this paper suggests an approach or point of view that might help this situation by providing a method of phrasing the statements of user requirements in a more convenient and meaningful manner this paper also furnishes several examples of such statements and discusses the techniques and data that support these statements in this paper attention is initially focused on the information requirements of workers in the field of science and technology with no serious attempt made to include workers in other fields however it seems quite likely that the approach and perhaps even the stated principles could be extended and generalized to cover other fields of knowledge,
373,374.0,electronic data processing in the university library pflug  following five years of experience with the mechanization of procedures using data processing equipment the university library in bochum is attempting to summarize its findings a comparison with earlier publications about the use of electronic data processing equipment shows in what measure the original plans have actually been affected by the experience that has been gained this summary also serves as a report for the wider public that may be interested in technical questions of library processing,
374,375.0,encyclopedia of information systems and services kruzas  the processing and transfer of information is an important activity of many thousands of libraries research institutes educational institutions professional and trade associations non profit organizations publishing houses government agencies and others all of these groups are already listed in a variety of existing directories this publication on the other hand has selected from the above groups those organizations and services which are principally concerned with storage retrieval and dissemination of information and in addition are innovative experimental or non conventional a major emphasis is on computerization micrographics networks advanced reference services information centers and data banks the encyclopedia of information systems and services includes descriptions of the following types of services and facilities information centers computerized systems and services networks and cooperative programs data banks documentation centers information storage and retrieval systems micrographic systems and services research centers and projects clearinghouses and referral centerss consulting and planning organizations and services information offices industrial research information centers professional associations specialized library reference services,
375,376.0,encyclopedia of information systems and services kruzas  this publication describes and analyzes approximately 1750 organizations concerned with new forms new media and new methods for providing information services among these organizations are publishers computer software and time sharing companies micrographic firms libraries information centers and consultants the common interest of these diverse organizations is in service based on storage and representation of structured information with output on a recurring or demand basis the concept of information as used throughout this book is defined as data organized into a collection of facts and most often recorded in two basic forms 1 textual data or literature and 2 numeric data roles played by the organizations described on the following pages vary but include one or more of the following functions data base creation data base publishing data transmission data manipulation and analysis and data storage and retrieval emphasis in this publication is on organizations involved in computerized services micrographic applications selective dissemination of information sdi and networking not included in the encyclopedia of information systems and services are printed commercial and legal services traditional academic and special libraries public information offices hardware manufacturers and distributors within the computer and micrographic field conventional indexing and abstracting services and most library automation programs which are limited to such housekeeping functions as circulation serials control and acquisitions,
376,377.0,citation indexes weinstock  citation indexing is a relatively new method of organizing the contents of a collection of documents in a way that overcomes many of the shortcomings of the more traditional indexing methods the primary advantage of citation indexing is that it identifies relationships between documents that are often overlooked in a subject index an important secondary advantage is that the compilation of citation indexes is especially well suited to the use of man machine indexing methods that do not require indexers who are subject specialists furthermore citations which are bibliographic descriptions of documents are not vulnerable to scientific and technological obsolescence as are the terms used in subject indexes,
377,378.0,dialog interactive information retrieval system summet  dialog is the name given to an interactive computer based information retrieval language developed at the lockheed palo alto research laboratory the dialog systems consists of a series of computer programs which have been designed to make full use of direct access memory devices in which data located anywhere on the device can be accessed in approximately the same amount of time and video display units to provide the user a rapid and powerful means of identifying records within a file which satisfy the particular information need by providing the user full display access to the indexing vocabulary and the ability to modify search expressions dialog becomes a data processing extension of the human operator who directs and controls the process according to his own personal needs,
378,379.0,sources of information on specific subjects bradford  an alternative hypothesis to be investigated is that to a considerable extent the references are scattered throughout all periodicals with a frequency approximately related inversely to the scope on this hypothesis the aggregate of periodicals can be divided into classes according to relevance of scope to the subject concerned but the more remote classes will in the aggregate produce as many references as the more related classes the whole range of periodicals thus acts as a family of successive generations of diminishing kinship each generation being greater in number than the preceding and each constituent of a generation producing inversely according to its degree of remoteness the investigation covered in the first place the references quoted in the course of four and two and a half years respectively by the current bibliographies of applied geophysics and lubrication which are prepared in the library the source of each reference being given it was possible to arrange the sources in order of productivity the results being set down in columns a and b of the table in the previous column,
379,380.0,error correcting codes peterson  several major developments have contributed to the rapid emergence of the field of error correcting codes over the past two decades externally the cost of solid state electronic devices has decreased almost as dramatically as their size this has stimulated the development of digital computers and peripheral devices and this in turn has caused a dramatic increase in the volume of data communicated between such machines the intolerance of computing systems to error and in some cases the inherently critical nature of the data demand the use of either error free facilities or some type of error detecting or correcting code in the terminal devices in many cases the latter approach is the more economical,
380,381.0,the evaluation of information services and products king  the continuing need to put scientists in contact with the research of others coupled with the rapidly expanding volume of published material during the past several decades has placed new emphasis on the old arts of assembling coding and disseminating recorded knowledge in some instances the emphasis has manifested itself in research on improvement of traditional library systems in other instances it has resulted in the assembly of specialized collections and their intensive indexing for access in a variety of ways still other systems have progressed from the passive role of responding to requests to the active role of supplying documents or references to them to researchers as the documents become available for lack of a more descriptive terminology all of these activities are referred to in this book as document transfer systems implying that the product being retrieved or disseminated is a document rather than the information if any in it that is intelligence systems or fact retrieval systems if facts are indeed retrieved are excluded from our concern the document of course may be a book a journal article a drawing an abstract a piece of film or a piece of magnetic tape,
381,382.0,evaluation of medlars documentation lancaster  this report presents the results of a detailed analysis by the national library of medicine of the performance of medlars its medical literature analysis and retrieval system in relation to 300 actual requests made to the system in 1966 and 1967 thanks to this study we now know considerably more about the requirements of medlars users how well the system is meeting these requirements and what we must do to improve the overall performance level the investigation is timely the library is now planning a second generation medlars and the design of medlars ii should benefit greatly from our knowledge of factors affecting the performance of the present system,
382,383.0,evaluation of micropublishing veaner  micropublishing as it pertains to library materials is essentially a form of the republishing of materials no longer in print the need for such materials of many kinds monographs serials newspapers reference works has grown greatly during the past quarter century and this need is reflected in the growth of the micropublishing industry as new colleges and junior colleges are founded and established colleges and universities continue to expand to meet growing educational needs both groups of institutions find that in more and more instances the materials they need are available only in microform as a result the ratio of microforms to books in college and research libraries has been steadily rising,
383,384.0,evaluation of the world food literature mann  this publication presents the culmination of a concerted international effort to survey the relevant world s scientific and technological literature for its food science and technology content as a preliminary step towards the establishment of a comprehensive abstracting and documentation service in this field,
384,385.0,evaluative research principles and practice in public service and social action programs suchman  in these days of large government programs intended to reduce poverty develop communities prevent delinquency and crime control disease and reconstruct cities the predominant rhetoric is that of planning pilot projects experimental and demonstration programs and evaluation those who seek to select for support the more promising plans and projects submitted to funding agencies have become habituated to the ritualistic inclusion in the proposal of a final section on evaluation in most cases this section consists of sometimes grandiose but usually vague statements of intent and procedure for assessing the impact of the proposed action in some cases there is an elegant highly academic and impractical scheme worked out in meticulous detail by an obviously talented research consultant in a few treasured instances there is a well considered realistic and workmanlike plan for getting some fairly reliable answers to the questions of what worked and why,
385,386.0,informal communication in science its advantages and its formal analogues menzel  formal and informal scientific communication are complementary they must not be thought of as alternatives in the sense that perhaps certain messages are obtained exclusively through the printed word the library and the mechanized search and retrieval system whereas others are obtained by the exclusive use of word of mouth and the telephone the much more typical event is one in which the receipt of a single message is secured by the successive interplay of these two kinds of communication for any given transaction between a scientist as a receiver of information and the channel that brings him that information usually has a history behind it and a future ahead of it that may be very relevant to the evaluation of the success of that transaction and to the prognosis of whether this kind of transaction will happen again with similar results,
386,387.0,the foundations of education for librarianship shera  the study is a result of a theory of librarianship which has been in the process of maturation for more than a quarter century of teaching and administration first at the university of chicago and subsequently at western reserve university now case western reserve university and which has been elaborated in essays and addresses as the inquiry progressed my purpose has been to explore the role of the library as it contributes to the total communication system in society and the meaning of that role for the library profession and having determined the requirements of that role to identify those which are appropriately met by graduate professional education therefore the inquiry begins with a consideration of the communication system within the individual as related to his physiological neurological and psychological structure and its meaning for learning and reading patterns and characteristics the study then progresses to an exposition of the cultural environment and its communication system in society together with the place of the library in it,
387,388.0,a guide to the construction and use of special schemes vickery  the use of classification in libraries is traditional and its value is appreciated for documentation and information retrieval in general other techniques such as alphabetical indexing and machine selection are also available that classification is of value in information retrieval as well as in book arrangement is however made evident in two ways first to achieve consistency and subtlety in alphabetical indexing and machine selection designers of such retrieval systems find the need to introduce classificatory techniques second there is a continuing demand for the construction of special classifications for detailed arrangement and cataloguing of documents in restricted but intensively cultivated fields of knowledge it is to help meet these demands particularly the second that this guide has been prepared the techniques of detailed depth classification have been greatly developed during the past decade and instruments of much greater subtlety and efficiency than the traditional tree of knowledge schemes can now be designed these developments have been reported mainly as research papers in a variety of library journals and are often made unnecessarily difficult to follow by the use of unfamiliar terminology there is a need for a more simply written and more readily available practical guide to the use of the newer techniques of classification,
388,389.0,factors determining the performance of indexing systems cleverdon  the original aslib cranfield investigations on the efficiency of indexing systems references 1 2 and 3 did not by itself produce firm answers to what is one of the basic problems in information retrieval namely the decision as to which index language should be used certainly it did not as some people had anticipated demonstrate that one system was better than another either generally or in any given situation,
389,390.0,factors determining the performance of indexing systems cleverdon  the test results are presented for a number of different index languages using various devices which affect recall or precision within the environment of this test it is shown that the best performance was obtained with the group of eight index languages which used single terms the group of fifteen index languages which were based on concepts gave the worst performance while a group of six index languages based on the thesaurus of engineering terms of the engineers joint council were intermediary of the single term index languages the only method of improving performance was to group synonyms and word forms and any broader groupings of terms depressed performance the use of precision devices such as links gave no advantage as compared to the basic device of simple coordination,
390,391.0,factors in the transfer of technology gruber  the strong correlation between the scope and depth of this country s research and development activities and the vigor and the growth of its industrial plant is today a widely accepted fact government expenditures for research and development have increased from a modest annual rate of 200 million some thirty years ago to 17 billion today the research budgets of the private sector of the economy which were almost miniscule in the 1930 s total approximately 8 billion today these expenditures have had their many tangible and visible results ranging from nylon and antibiotics to radar and solid state electronics but what is not so generally appreciated is the additional product represented by the increasing inventory of ideas and new knowledge whose application for the most part is still a potential one the sophisticated and often urgent nature of some of the larger products in which we engage today which require vast research expenditures to find the efficient way or the economical way or the safe way or the most accurate way to accomplish some end purpose also produces an increase in the national level of scientific and technological competence that has not yet been transferred into the civilian economy the value of the technical ideas now stored and awaiting application can be estimated as a value many times larger than the annual rate of billions of dollars invested in the effort it took to develop this increased technical capability as a national resource for underwriting further economic and industrial development this technical inventory is a factor of major importance,
391,392.0,faculty status for librarians massman  the purpose of this study is 1 to review the history of the struggle for faculty status for librarians and some of the arguments advanced in support of that objective and 2 to gather information on the similarities and differences between librarians and faculty members in the broad areas of preparation contributions and rewards with detailed information on such matters as education salaries professional experience tenure sabbaticals participation in academic government and scholarly activity of librarians and faculty members one should be able to judge whether librarians receive unfair or unequal treatment,
392,393.0,farewell to alexandria solution to space growth and performance problems of libraries gore  the publication of this collection of essays opens a new era for libraries taking the first departure in 2 300 years from that durable model conceived by the librarians of alexandria and endlessly replicated by every succeeding generation of librarians right down to the present day the alexandrian model persists through the unexamined faith that to be good a library must be vast and always growing the papers presented here examine that faith scientifically demonstrate that it rests on nothing more solid than mistaken intuition and consign it to the limbo of outworn dogmas,
393,394.0,a feasibility study of centralized and regionalized inter library loan centers stevens  the two major problems of the present system are 1 the unequal distribution of lending with a few of the largest libraries handling a large proportion of the requests and 2 the difficulty of filling requests which are incomplete incorrect or inadequately checked solutions proposed for these two problems have been 1 compensation to the largest libraries for each transaction and 2 better bibliographic checking of requests before they are forwarded to the lending library,
394,395.0,biomedical literature volume growth and other characteristics orr  leeds  this study s aim was to gather and analyze reliable data on the quantifiable characteristics of the biomedical literature that affects communication problems within the research community previous studies and standard bibliographic compilations were critically reviewed particularly for data that could be used to determine changes with time in addition all publications generated during 1961 1962 by the extramural and intramural research programs of the national institutes of health nih were analyzed as samples of the current document output of us research,
395,396.0,formal languages salomaa  this book develops a theory of formal languages from the point of view of generative devices mainly grammars recognition devices automata are introduced only as a secondary tool and are themselves presented within the framework of rewriting systems the main emphasis is on mathematical aspects of formal languages rather than application people interested only in applications to programming languages resp natural languages would certainly prefer a more comprehensive discussion on topics such as lr k grammars resp transformational grammars such discussions lie outside the scope of this book,
396,397.0,formal languages and their relation to automata hopcroft  this book presents the theory of formal languages as a coherent theory and makes explicit its relationship to automata the book begins with an explanation of the notion of a finite description of a language the fundamental descriptive device the grammar is explained as well as its three major subclasses regular context free and context sensitive grammars the context free grammars are treated in detail and such topics as normal forms derivation trees and ambiguity are covered four types of automata equivalent to the four types of grammars are described these automata are the finite automaton the pushdown automaton the linear bounded automaton and the turing machine the turing machine is covered in detail and unsolvability of the halting problem shown the book concludes with certain advanced topics in language theory closure properties computational complexity deterministic pushdown automata lr k grammars stack automata and decidability,
397,398.0,informal channels of communication in the behavioral sciences their relevance in the structuring of formal or bibliographic communication garvey  griffith  what are the needs being served by informal communication what can be done about giving informal communication without destroying its function for the active researcher certain of the advantages of formal communication such as general accessibility permanence etc how can formal channels be manipulated to take on the characteristics of informal communication to cast light on these questions the present paper examines the role of informal and formal channels within the overall system of scientific dissemination in psychology considers the special advantages of informal communication and outlines certain relations between informal and formal channels in a final section of the paper two experiments in scientific communication are described one experiment being built about an innovation that attempts to informalize formal channels while the other is built about another innovation that in general attempts to formalize an informal channel,
398,399.0,functional approach sgall  the present book sums up a certain stage in the research on algebraic linguistics being pursued at charles university prague it is based mainly on p sgall s book 1967a in czech which represents the first attempt at a systematic formulation of the conception of generative description that has gradually been elaborated by our research group we do not claim that any particular question has been answered here in a definitive way but the conception of a generative system based on an articulation of the semantic relation see section 1 3 4 may perhaps be interesting in connection with the present development of algebraic linguistics this conception originated in 1963 1964 mainly as a reaction to the existing form of transformational description it has not yet been possible to take the more recent impulses into account to an extent that would be adequate to their scope and theoretical significance only some aspects of these impulses are commented on in the relevant parts of the present book we do not present a complete characterization of a system that could be regarded as a counterpart to the new version of transformational grammar we have simply tried to formulate a conception that can serve as a starting point for the development of a new alternative,
399,400.0,future developments in telecommunications martin  communication technology has entered a period of revolutionary change the last decade has brought new inventions of enormous potential it will probably be two decades before we fully grasp the shattering effect they will have on society these inventions include the communication satellite suddenly this has provided telephone and television links to the underdeveloped world much larger satellites will be built and will have an enormous impact on education and communications both in the united states and throughout the world the satellite antennae in some underdeveloped countries stand next to fields ploughed by oxen the helical waveguide a pipe now operating that can carry 250 000 simultaneous telephone calls or equivalent information over long distances the laser this means of transmission still in the research laboratory has the potential of carrying many millions of simultaneous telephone calls or their equivalent large scale integration lsi a form of ultraminiaturized computer circuitry that probably marks the beginning of mass production of computers and computerlike logic circuitry it offers the potential of extremely reliable extremely small and in some of its forms extremely fast computers if large enough quantities can be built this circuitry can become very low in cost on line real time computers computers capable of responding to many distant terminals on telecommunication lines at a speed geared to human thinking they have the potential of bringing the power and information of innumerable computers into every office and eventually every home picturephone a public dial up telephone system in which subscribers see as well as hear each other large tv screens tv screens that can occupy a whole wall if necessary cable tv provides a cable into homes with a potential signal carrying capacity more than one thousand times that of the telephone cable it could be used for signals other than television voice answerback computers can now assembly human voice words and speak them over the telephone this fact coupled with the touchtone telephone set makes every such telephone a potential computer terminal millimeter wave radio radio at frequencies in the band above the microwave band can relay a quantity of information greater than all the other radio bands combined chains of closely spaced antennas will distribute these millimeter wave signals pulse code modulation all signals including telephone picturephone music facsimile and television can be converted into digital bit stream and transmitted along with computer data over the same digital links major advantages accrue from this computerized switching computerized telephone exchanges are coming into operation and computer like logic can be employed for switching and concentrating all types of signals data banks electronic storage for huge quantities of information that can be manipulated and indexed by computers and that can be accessed in a fraction of a second,
400,401.0,future shock toffler  this is a book about what happens to people when they are overwhelmed by change it is about the ways in which we adapt or fail to adapt to the future much has been written about the future yet for the most part books about the world to come sound a harsh metallic note these pages by contrast concern themselves with the soft or human side of tomorrow moreover they concern themselves with the steps by which we are likely to reach tomorrow they deal with common everyday matters the products we buy and discard the places we leave behind the corporations we inhabit the people who pass at an ever faster clip through our lives the future of friendship and family life in probed strange new subcultures and life styles are investigated along with an array of other subjects from politics and playgrounds to skydiving and sex,
401,402.0,the government of the american public library joeckel  the major purpose of this study is to describe analyze and evaluate the position of the public library in the structure of government in the united states the use of the word government in the title therefore is deliberate we are here concerned with the legal forms and types of governmental organization of the public library and with its relation to the city or other political unit to which it is attached or which it serves,
402,403.0,government publications a guide to bibliographic tools palic  the expansion of government at all levels international national provincial or state and local has resulted in increasing government influence on the life of each citizen concomitant with this development is the proliferation of published directives regulations reports technical studies and other informational issuances in such volume that no one engaged in a business or profession no financial tycoon educator researcher farmer housewife welfare recipient or unemployed person can function without some reference to government publications yet in few areas of recorded human knowledge have control and bibliographic aids been so little systemized the present work designed to provide the prospective user as well as the trained researcher and librarian with a guide to the maze is a direct descendant of the childs essay the extent to which the mass of published material has grown is underscored by the contrasting physical size of the two publications childs was a 78 page pamphlet containing approximately 400 entries whereas this book of over 400 pages cites more than 3 000 titles,
403,404.0,a guide to the library of congress classification immroth  this guide is an introduction to the library of congress classification as such it does not include instructions for every subclass or table but attempts to provide the reader with an understanding of the characteristics of the classification the arrangement within the classes the format of the schedules and tables and special problems of use and notation the reader should trace the analysis of each example of classing through the pages from the l c schedule provided in the guide it is important to remind the reader that a thorough study of each class schedule in addition to the recommended readings is essential the author realizes that many imperfections may be present in this guide and will appreciate suggestions for changes from readers,
404,405.0,guide to reference books winchell  the fundamental principles of reference work remain more or less constant through the years but the rapid expansion of the publication of reference books in all fields makes essential a careful selection to fit the needs of each library the purpose of this volume is to list reference books basic to research general and special and thus to serve as 1 a reference manual for the library assistant research worker or other user of library resources 2 a selection aid for the librarian and 3 a textbook for the student who either in library school training class or college course in bibliography is pursuing a systematic study of reference books the needs of these types of users have influenced the organization and make up of this volume in that the requirements of the first two groups have made the manual more comprehensive than it might have been if intended for a textbook only while the introductions to sections and many of the annotations have been provided particularly for the library school student,
405,406.0,guidelines for library automation a handbook for federal and other libraries markuson  this book is one of the products of a contract initiated by the automation task force of the federal library committee sponsored and monitored by the u s office of education and carried out by the system development corporation the project included a questionnaire survey of all federal libraries 2104 as of december 1970 to gather systems planning data and to identify federal libraries with operational or planned automated systems respondents in the latter group were sent a federal library automation survey questionnaire requesting specific details about existing and planned systems from these sources amplified by visits to federal libraries and an extensive review of the automation literature information was distilled for use in this handbook,
406,407.0,handbook of comparative librarianship simsova  the first part written by myself deals with comparative librarianship and comparative method and is intended for both teachers of comparative librarianship and their students it can be approached in a number of ways the first three chapters outline comparative librarianship and the theoretical basis of its methodology against the wider background of other comparative sciences and the scientific method the three chapters following are purely practical and explain the various steps of writing a comparative study the last chapter is intended for teachers the second part compiled by mrs mackee is a bibliographical guide to the main sources on librarianship throughout the world it draws on the bibliographies collected by comparative librarianship students in the course of their project work on replies to a questionnaire sent to the various library associations of the world and on mrs mackee s own collection of references gathered over a number of years,
