,.I,data
2072,45,913
2073,45,916
2074,45,923
2075,45,924
2076,45,925
2077,45,934
2078,45,940
2079,45,941
2080,45,943
2081,45,960
2082,45,963
2083,45,991
2084,45,998
2085,45,1005
2086,45,1009
2087,45,1012
2088,45,1043
2089,45,1056
2090,45,1149
2091,45,1183
2092,45,1215
2093,45,1236
2094,45,1240
2095,45,1248
2096,45,1251
2097,45,1257
2098,45,1258
2099,45,1268
2100,45,1367
2101,45,1377
2102,45,1383
2103,45,1384
2104,45,1391
2105,45,1404
2106,46,11
2107,46,14
2108,46,17
2109,46,23
2110,46,24
2111,46,31
2112,46,36
2113,46,46
2114,46,64
2115,46,74
2116,46,92
2117,46,115
2118,46,136
2119,46,177
2120,46,178
2121,46,197
2122,46,200
2123,46,209
2124,46,244
2125,46,245
2126,46,287
2127,46,294
2128,46,299
2129,46,325
2130,46,326
2131,46,331
2132,46,336
2133,46,338
2134,46,363
2135,46,374
2136,46,383
2137,46,406
2138,46,408
2139,46,409
2140,46,432
2141,46,433
2142,46,504
2143,46,547
2144,46,583
2145,46,593
2146,46,597
2147,46,617
2148,46,620
2149,46,647
2150,46,651
2151,46,721
2152,46,724
2153,46,743
2154,46,792
2155,46,834
2156,46,836
2157,46,839
2158,46,848
2159,46,849
2160,46,850
2161,46,852
2162,46,854
2163,46,856
2164,46,858
2165,46,859
2166,46,860
2167,46,861
2168,46,863
2169,46,865
2170,46,866
2171,46,870
2172,46,872
2173,46,873
2174,46,874
2175,46,875
2176,46,880
2177,46,881
2178,46,882
2179,46,884
2180,46,886
2181,46,887
2182,46,892
2183,46,897
2184,46,916
2185,46,917
2186,46,921
2187,46,922
2188,46,936
2189,46,963
2190,46,970
2191,46,979
2192,46,990
2193,46,991
2194,46,997
2195,46,998
2196,46,1012
2197,46,1042
2198,46,1043
2199,46,1079
2200,46,1193
2201,46,1229
2202,46,1230
2203,46,1248
2204,46,1251
2205,46,1252
2206,46,1264
2207,46,1280
2208,46,1351
2209,46,1358
2210,46,1366
2211,46,1367
2212,46,1368
2213,46,1372
2214,46,1376
2215,46,1377
2216,46,1397
2217,46,1410
2218,46,1415
2219,46,1418
2220,46,1434
2221,46,1445
2222,49,37
2223,49,80
2224,49,98
2225,49,111
2226,49,123
2227,49,151
2228,49,163
2229,49,261
2230,49,357
2231,49,375
2232,49,384
2233,49,398
2234,49,456
2235,49,496
2236,49,497
2237,49,533
2238,49,545
2239,49,582
2240,49,619
2241,49,623
2242,49,676
2243,49,788
2244,49,789
2245,49,809
2246,49,828
2247,49,837
2248,49,845
2249,49,1044
2250,49,1284
2251,49,1297
2252,49,1328
2253,49,1348
2254,49,1349
2255,49,1364
2256,50,1
2257,50,16
2258,50,45
2259,50,80
2260,50,154
2261,50,209
2262,50,257
2263,50,258
2264,50,259
2265,50,260
2266,50,262
2267,50,263
2268,50,275
2269,50,276
2270,50,333
2271,50,334
2272,50,335
2273,50,342
2274,50,354
2275,50,361
2276,50,388
2277,50,404
2278,50,480
2279,50,488
2280,50,522
2281,50,527
2282,50,530
2283,50,564
2284,50,576
2285,50,596
2286,50,608
2287,50,701
2288,50,702
2289,50,758
2290,50,769
2291,50,797
2292,50,801
2293,50,817
2294,50,820
2295,50,825
2296,50,830
2297,50,838
2298,50,853
2299,50,868
2300,50,869
2301,50,884
2302,50,898
2303,50,931
2304,50,960
2305,50,966
2306,50,989
2307,50,993
2308,50,996
2309,50,999
2310,50,1010
2311,50,1066
2312,50,1072
2313,50,1074
2314,50,1075
2315,50,1103
2316,50,1137
2317,50,1140
2318,50,1141
2319,50,1170
2320,50,1202
2321,50,1215
2322,50,1216
2323,50,1230
2324,50,1231
2325,50,1259
2326,50,1265
2327,50,1266
2328,50,1280
2329,50,1283
2330,50,1298
2331,50,1351
2332,50,1380
2333,50,1391
2334,50,1392
2335,50,1393
2336,50,1394
2337,50,1395
2338,50,1419
2339,50,1421
2340,50,1422
2341,50,1426
2342,50,1430
2343,50,1442
2344,50,1448
2345,52,38
2346,52,65
2347,52,72
2348,52,75
2349,52,190
2350,52,191
2351,52,194
2352,52,382
2353,52,452
2354,52,586
2355,52,603
2356,52,810
2357,52,883
2358,52,986
2359,52,1051
2360,54,6
2361,54,11
2362,54,14
2363,54,22
2364,54,24
2365,54,90
2366,54,114
2367,54,177
2368,54,187
2369,54,272
2370,54,284
2371,54,285
2372,54,293
2373,54,323
2374,54,339
2375,54,371
2376,54,387
2377,54,414
2378,54,555
2379,54,592
2380,54,598
2381,54,607
2382,54,832
2383,54,839
2384,54,849
2385,54,857
2386,54,879
2387,54,881
2388,54,896
2389,54,906
2390,54,907
2391,54,908
2392,54,911
2393,54,923
2394,54,924
2395,54,925
2396,54,934
2397,54,954
2398,54,1022
2399,54,1149
2400,54,1166
2401,54,1198
2402,54,1236
2403,54,1240
2404,54,1242
2405,54,1248
2406,54,1356
2407,54,1367
2408,54,1404
2409,54,1423
2410,54,1457
2411,55,65
2412,55,72
2413,55,75
2414,55,190
2415,55,191
2416,55,194
2417,55,382
2418,55,452
2419,55,586
2420,55,603
2421,55,608
2422,55,696
2423,55,806
2424,55,810
2425,55,828
2426,55,883
2427,55,986
2428,55,1051
2429,56,1
2430,56,9
2431,56,16
2432,56,17
2433,56,24
2434,56,36
2435,56,86
2436,56,90
2437,56,154
2438,56,159
2439,56,388
2440,56,480
2441,56,488
2442,56,530
2443,56,797
2444,56,825
2445,56,830
2446,56,838
2447,56,884
2448,56,1066
2449,56,1074
2450,56,1075
2451,56,1137
2452,56,1140
2453,56,1141
2454,56,1170
2455,56,1202
2456,56,1215
2457,56,1230
2458,56,1231
2459,56,1259
2460,56,1265
2461,56,1266
2462,56,1280
2463,56,1298
2464,56,1351
2465,56,1391
2466,56,1392
2467,56,1393
2468,56,1394
2469,56,1395
2470,56,1419
2471,56,1430
2472,56,1442
2473,56,1448
2474,57,16
2475,57,36
2476,57,86
2477,57,178
2478,57,388
2479,57,404
2480,57,480
2481,57,488
2482,57,530
2483,57,825
2484,57,830
2485,57,838
2486,57,884
2487,57,931
2488,57,998
2489,57,1216
2490,57,1230
2491,57,1259
2492,58,10
2493,58,11
2494,58,12
2495,58,80
2496,58,92
2497,58,95
2498,58,96
2499,58,119
2500,58,122
2501,58,126
2502,58,136
2503,58,140
2504,58,141
2505,58,159
2506,58,211
2507,58,214
2508,58,218
2509,58,348
2510,58,375
2511,58,376
2512,58,481
2513,58,528
2514,58,529
2515,58,654
2516,58,846
2517,58,850
2518,58,852
2519,58,854
2520,58,885
2521,58,913
2522,58,947
2523,58,955
2524,58,997
2525,58,1011
2526,58,1013
2527,58,1079
2528,58,1146
2529,58,1149
2530,58,1171
2531,58,1198
2532,58,1252
2533,58,1258
2534,58,1303
2535,58,1362
2536,58,1365
2537,58,1367
2538,61,29
2539,61,42
2540,61,58
2541,61,70
2542,61,78
2543,61,117
2544,61,525
2545,61,642
2546,61,648
2547,61,755
2548,61,1158
2549,62,54
2550,62,81
2551,62,319
2552,62,430
2553,62,443
2554,62,445
2555,62,447
2556,62,449
2557,62,455
2558,62,464
2559,62,745
2560,62,1103
2561,65,45
2562,65,328
2563,65,422
2564,65,448
2565,65,479
2566,65,483
2567,65,485
2568,65,503
2569,65,509
2570,65,566
2571,65,632
2572,65,635
2573,65,660
2574,66,10
2575,66,24
2576,66,80
2577,66,92
2578,66,119
2579,66,122
2580,66,126
2581,66,140
2582,66,145
2583,66,169
2584,66,172
2585,66,211
2586,66,214
2587,66,218
2588,66,348
2589,66,375
2590,66,376
2591,66,481
2592,66,528
2593,66,645
2594,66,654
2595,66,854
2596,66,885
2597,66,947
2598,66,997
2599,66,1013
2600,66,1079
2601,66,1121
2602,66,1146
2603,66,1171
2604,66,1198
2605,66,1252
2606,66,1303
2607,66,1362
2608,66,1367
2609,67,35
2610,67,38
2611,67,45
2612,67,53
2613,67,65
2614,67,86
2615,67,116
2616,67,129
2617,67,150
2618,67,429
2619,67,465
2620,67,483
2621,67,510
2622,67,524
2623,67,541
2624,67,576
2625,67,589
2626,67,603
2627,67,661
2628,67,662
2629,67,663
2630,67,671
2631,67,677
2632,67,680
2633,67,700
2634,67,701
2635,67,704
2636,67,715
2637,67,868
2638,67,869
2639,67,1162
2640,67,1164
2641,69,30
2642,69,69
2643,69,71
2644,69,77
2645,69,151
2646,69,166
2647,69,212
2648,69,434
2649,69,501
2650,69,504
2651,69,653
2652,69,688
2653,69,701
2654,69,703
2655,69,1163
2656,71,19
2657,71,30
2658,71,34
2659,71,38
2660,71,51
2661,71,52
2662,71,53
2663,71,69
2664,71,71
2665,71,150
2666,71,174
2667,71,175
2668,71,329
2669,71,421
2670,71,446
2671,71,480
2672,71,499
2673,71,517
2674,71,566
2675,71,571
2676,71,666
2677,71,680
2678,71,715
2679,71,769
2680,71,1124
2681,71,1131
2682,71,1388
2683,76,10
2684,76,11
2685,76,12
2686,76,80
2687,76,92
2688,76,95
2689,76,96
2690,76,119
2691,76,126
2692,76,136
2693,76,141
2694,76,210
2695,76,211
2696,76,216
2697,76,218
2698,76,340
2699,76,348
2700,76,371
2701,76,375
2702,76,394
2703,76,431
2704,76,481
2705,76,550
2706,76,551
2707,76,552
2708,76,647
2709,76,654
2710,76,766
2711,76,846
2712,76,850
2713,76,854
2714,76,885
2715,76,913
2716,76,921
2717,76,926
2718,76,937
2719,76,939
2720,76,943
2721,76,947
2722,76,955
2723,76,972
2724,76,981
2725,76,984
2726,76,997
2727,76,1011
2728,76,1013
2729,76,1146
2730,76,1149
2731,76,1171
2732,76,1198
2733,76,1236
2734,76,1251
2735,76,1252
2736,76,1258
2737,76,1303
2738,76,1354
2739,76,1362
2740,76,1367
2741,76,1390
2742,76,1397
2743,79,62
2744,79,150
2745,79,315
2746,79,450
2747,79,484
2748,79,562
2749,79,680
2750,79,687
2751,79,700
2752,79,708
2753,79,862
2754,81,38
2755,81,68
2756,81,71
2757,81,135
2758,81,179
2759,81,321
2760,81,329
2761,81,1118
2762,81,1124
2763,81,1323
2764,81,1381
2765,82,478
2766,82,519
2767,82,542
2768,82,628
2769,82,641
2770,82,1073
2771,82,1116
2772,82,1125
2773,82,1130
2774,82,1175
2775,84,28
2776,84,49
2777,84,72
2778,84,319
2779,84,445
2780,84,447
2781,84,449
2782,84,483
2783,84,484
2784,84,652
2785,84,1134
2786,90,3
2787,90,39
2788,90,41
2789,90,42
2790,90,47
2791,90,48
2792,90,76
2793,90,89
2794,90,95
2795,90,96
2796,90,97
2797,90,98
2798,90,99
2799,90,101
2800,90,104
2801,90,105
2802,90,107
2803,90,109
2804,90,111
2805,90,155
2806,90,314
2807,90,343
2808,90,356
2809,90,362
2810,90,439
2811,90,440
2812,90,503
2813,90,513
2814,90,543
2815,90,544
2816,90,560
2817,90,602
2818,90,613
2819,90,618
2820,90,632
2821,90,749
2822,90,753
2823,90,805
2824,90,819
2825,90,893
2826,90,1030
2827,90,1061
2828,90,1062
2829,90,1082
2830,90,1083
2831,90,1087
2832,90,1128
2833,90,1135
2834,90,1168
2835,90,1235
2836,90,1273
2837,90,1274
2838,90,1278
2839,90,1279
2840,90,1285
2841,90,1287
2842,90,1289
2843,90,1300
2844,90,1301
2845,90,1302
2846,90,1304
2847,90,1312
2848,90,1313
2849,90,1335
2850,90,1338
2851,90,1341
2852,90,1344
2853,90,1346
2854,90,1380
2855,90,1444
2856,92,37
2857,92,40
2858,92,83
2859,92,125
2860,92,127
2861,92,129
2862,92,145
2863,92,241
2864,92,252
2865,92,310
2866,92,330
2867,92,357
2868,92,375
2869,92,442
2870,92,491
2871,92,507
2872,92,520
2873,92,529
2874,92,604
2875,92,623
2876,92,631
2877,92,741
2878,92,813
2879,92,822
2880,92,878
2881,92,882
2882,92,921
2883,92,1076
2884,92,1078
2885,92,1104
2886,92,1105
2887,92,1112
2888,92,1368
2889,92,1370
2890,92,1375
2891,92,1376
2892,92,1377
2893,92,1396
2894,95,54
2895,95,319
2896,95,430
2897,95,443
2898,95,445
2899,95,447
2900,95,449
2901,95,455
2902,95,464
2903,95,745
2904,95,810
2905,96,319
2906,96,430
2907,96,443
2908,96,445
2909,96,447
2910,96,449
2911,96,455
2912,96,464
2913,96,745
2914,97,54
2915,97,531
2916,97,790
2917,97,810
2918,97,824
2919,97,895
2920,98,90
2921,98,124
2922,98,378
2923,98,416
2924,98,451
2925,98,475
2926,98,484
2927,98,495
2928,98,508
2929,98,512
2930,98,528
2931,98,546
2932,98,567
2933,98,579
2934,98,593
2935,98,594
2936,98,606
2937,98,611
2938,98,626
2939,98,637
2940,98,642
2941,98,779
2942,98,796
2943,98,809
2944,98,1035
2945,98,1079
2946,98,1366
2947,98,1368
2948,98,1375
2949,99,27
2950,99,65
2951,99,74
2952,99,90
2953,99,124
2954,99,134
2955,99,137
2956,99,139
2957,99,147
2958,99,378
2959,99,416
2960,99,451
2961,99,484
2962,99,508
2963,99,512
2964,99,528
2965,99,546
2966,99,567
2967,99,579
2968,99,593
2969,99,594
2970,99,606
2971,99,611
2972,99,626
2973,99,637
2974,99,648
2975,99,658
2976,99,779
2977,99,796
2978,99,1035
2979,99,1079
2980,99,1366
2981,99,1368
2982,99,1375
2983,100,13
2984,100,24
2985,100,138
2986,100,180
2987,100,232
2988,100,376
2989,100,672
2990,100,682
2991,100,861
2992,100,863
2993,100,880
2994,100,892
2995,100,1014
2996,100,1057
2997,100,1058
2998,100,1059
2999,100,1229
3000,100,1371
3001,101,1204
3002,102,19
3003,102,44
3004,102,51
3005,102,69
3006,102,77
3007,102,79
3008,102,146
3009,102,149
3010,102,175
3011,102,176
3012,102,446
3013,102,489
3014,102,531
3015,102,562
3016,102,643
3017,102,644
3018,102,649
3019,102,659
3020,102,660
3021,102,708
3022,102,790
3023,102,812
3024,102,824
3025,102,894
3026,104,19
3027,104,26
3028,104,28
3029,104,53
3030,104,176
3031,104,562
3032,104,644
3033,104,659
3034,104,1103
3035,104,1126
3036,104,1134
3037,109,3
3038,109,39
3039,109,41
3040,109,42
3041,109,47
3042,109,48
3043,109,66
3044,109,76
3045,109,88
3046,109,89
3047,109,95
3048,109,96
3049,109,97
3050,109,102
3051,109,103
3052,109,104
3053,109,105
3054,109,107
3055,109,108
3056,109,109
3057,109,111
3058,109,112
3059,109,113
3060,109,155
3061,109,314
3062,109,343
3063,109,356
3064,109,362
3065,109,439
3066,109,440
3067,109,503
3068,109,513
3069,109,543
3070,109,544
3071,109,560
3072,109,602
3073,109,613
3074,109,618
3075,109,632
3076,109,749
3077,109,753
3078,109,819
3079,109,893
3080,109,1030
3081,109,1061
3082,109,1062
3083,109,1087
3084,109,1128
3085,109,1135
3086,109,1168
3087,109,1235
3088,109,1273
3089,109,1274
3090,109,1278
3091,109,1279
3092,109,1285
3093,109,1287
3094,109,1289
3095,109,1300
3096,109,1301
3097,109,1302
3098,109,1304
3099,109,1312
3100,109,1313
3101,109,1335
3102,109,1338
3103,109,1341
3104,109,1344
3105,109,1346
3106,109,1380
3107,109,1444
3108,111,328
3109,111,422
3110,111,448
3111,111,485
3112,111,503
3113,111,509
